eri12.eri.nau.edu	01:35 pm  Wednesday January 4, 2006	Festuca arizonica
umma176.dn71.umontana.edu	01:50 pm  Thursday February 23, 2006	Toxicodendron diversilobum
umma248.dn67.umontana.edu	07:04 am  Friday February 24, 2006	
za6066b6e.ip.fs.fed.us	12:18 pm  Friday February 24, 2006	ceanothus
165.83.186.98	02:09 pm  Tuesday February 28, 2006	
165.83.186.98	02:13 pm  Tuesday February 28, 2006	
165.83.186.98	04:16 pm  Tuesday February 28, 2006	
165.83.186.98	04:23 pm  Tuesday February 28, 2006	
za607619d.ip.fs.fed.us	01:41 pm  Wednesday March 1, 2006	
denver-254.blm.gov	10:21 am  Thursday March 2, 2006	
za6079326.ip.fs.fed.us	12:46 pm  Friday March 3, 2006	Vaccinium membranaceum
za6079326.ip.fs.fed.us	12:54 pm  Friday March 3, 2006	Vaccinium membranaceum
za607619d.ip.fs.fed.us	01:39 pm  Monday March 6, 2006	
za607619d.ip.fs.fed.us	02:16 pm  Monday March 6, 2006	snowberry
za607619d.ip.fs.fed.us	02:18 pm  Monday March 6, 2006	Symphoricarpos albus
za6079326.ip.fs.fed.us	02:18 pm  Monday March 6, 2006	Vaccinium membranaceum
za6079326.ip.fs.fed.us	02:20 pm  Monday March 6, 2006	Vaccinium membranaceum
za6079326.ip.fs.fed.us	02:34 pm  Monday March 6, 2006	Vaccinium membranaceum
za6076c30.ip.fs.fed.us	11:05 am  Wednesday March 8, 2006	
za6076c30.ip.fs.fed.us	01:55 pm  Wednesday March 8, 2006	
za6076c30.ip.fs.fed.us	02:00 pm  Wednesday March 8, 2006	
denver-254.blm.gov	02:10 pm  Wednesday March 8, 2006	
za6076c30.ip.fs.fed.us	08:08 am  Thursday March 9, 2006	
za6076c30.ip.fs.fed.us	08:10 am  Thursday March 9, 2006	
za6021217.ip.fs.fed.us	02:31 pm  Thursday March 9, 2006	
proxy.dfw.state.or.us	01:51 pm  Tuesday March 14, 2006	
proxy.dfw.state.or.us	01:57 pm  Tuesday March 14, 2006	Purshia tridentata
165.83.40.119	08:30 am  Wednesday March 15, 2006	
denver-254.blm.gov	07:47 am  Wednesday March 22, 2006	
pc-gmason.nmsu.edu	08:28 am  Monday March 27, 2006	carex abrupta
za6029ad5.ip.fs.fed.us	12:44 pm  Friday April 7, 2006	FAVU
za6029c25.ip.fs.fed.us	09:46 am  Sunday April 9, 2006	
za6060ebf.ip.fs.fed.us	09:28 am  Tuesday April 18, 2006	
za6060ebf.ip.fs.fed.us	10:11 am  Tuesday April 18, 2006	
za6060ebf.ip.fs.fed.us	10:12 am  Tuesday April 18, 2006	bitterbrush
za6060ebf.ip.fs.fed.us	10:14 am  Tuesday April 18, 2006	putr2
za6060ebf.ip.fs.fed.us	10:15 am  Tuesday April 18, 2006	
za6029712.ip.fs.fed.us	01:36 pm  Tuesday May 16, 2006	
24-205-230-13.dhcp.snlo.ca.charter.com	07:23 pm  Friday May 26, 2006	
142.25.26.82	09:13 am  Tuesday May 30, 2006	
za606af13.ip.fs.fed.us	01:45 pm  Monday June 5, 2006	
za606af13.ip.fs.fed.us	02:17 pm  Monday June 5, 2006	
za606af13.ip.fs.fed.us	02:19 pm  Monday June 5, 2006	
za6064efd.ip.fs.fed.us	12:32 pm  Thursday June 8, 2006	
za60669f0.ip.fs.fed.us	03:37 pm  Wednesday June 21, 2006	
za6063840.ip.fs.fed.us	11:37 am  Friday June 23, 2006	
za60216f5.ip.fs.fed.us	12:14 pm  Friday June 23, 2006	quercus gambelii
za6058365.ip.fs.fed.us	09:12 am  Wednesday June 28, 2006	
za6071d9f.ip.fs.fed.us	03:25 pm  Thursday July 20, 2006	
za6064efa.ip.fs.fed.us	03:47 pm  Wednesday July 26, 2006	
za6071d73.ip.fs.fed.us	09:34 am  Tuesday August 15, 2006	
za6071d63.ip.fs.fed.us	06:12 pm  Wednesday August 16, 2006	Prunella vulgaris
za6071d63.ip.fs.fed.us	06:19 pm  Wednesday August 16, 2006	
za6071d63.ip.fs.fed.us	10:04 am  Thursday August 17, 2006	
208.23.241.144	03:16 pm  Thursday August 24, 2006	
denver-254.blm.gov	10:34 am  Sunday September 3, 2006	ponderosa
za6071d63.ip.fs.fed.us	02:44 pm  Friday September 8, 2006	
za6071d63.ip.fs.fed.us	02:46 pm  Friday September 8, 2006	
za6071d63.ip.fs.fed.us	02:48 pm  Friday September 8, 2006	
za6071d63.ip.fs.fed.us	03:02 pm  Friday September 8, 2006	rosa multiflora
za6071d63.ip.fs.fed.us	03:08 pm  Friday September 8, 2006	
d64-180-27-95.bchsia.telus.net	02:45 pm  Wednesday September 27, 2006	
172.24.67.8	10:45 pm  Thursday September 28, 2006	
za60216f5.ip.fs.fed.us	01:59 pm  Friday September 29, 2006	
za60216f5.ip.fs.fed.us	02:13 pm  Friday September 29, 2006	
host-69-144-9-39.gdj-co.client.bresnan.net	10:41 am  Monday October 2, 2006	
host-69-144-9-39.gdj-co.client.bresnan.net	03:59 pm  Wednesday October 4, 2006	
216-31-102-226.zianet.com	06:59 am  Wednesday October 11, 2006	
telemachus.sjcsf.edu	03:26 pm  Friday October 20, 2006	
za6060ed8.ip.fs.fed.us	09:51 am  Wednesday October 25, 2006	
129.101.149.180	02:37 pm  Thursday October 26, 2006	
gate14-sandiego.nmci.usmc.mil	06:33 pm  Saturday October 28, 2006	
c-24-5-136-38.hsd1.ca.comcast.net	09:29 am  Sunday October 29, 2006	
dhcp-67-158-42-79.bhfc.net	04:47 pm  Monday October 30, 2006	
host-69-144-9-39.gdj-co.client.bresnan.net	07:46 am  Friday November 3, 2006	linaria
host-69-144-9-39.gdj-co.client.bresnan.net	07:49 am  Friday November 3, 2006	
host-69-144-9-39.gdj-co.client.bresnan.net	09:33 am  Friday November 3, 2006	
6ip204.adninternet.com	09:29 am  Monday November 6, 2006	Bitterbrush
d-128-95-168-129.dhcp4.washington.edu	12:44 pm  Monday November 6, 2006	festuca idahoensis
